city,year,month,retail_sales,frequency
Los Angeles,2020,7,67057.0,monthly
Chicago,2020,7,66142.0,monthly
Houston,2020,7,51902.0,monthly
Phoenix,2020,7,73447.0,monthly
Philadelphia,2020,7,65190.0,monthly
San Antonio,2020,7,54445.0,monthly
San Diego,2020,7,70377.0,monthly
New York,2020,8,69272.0,monthly
Los Angeles,2020,8,70738.0,monthly
Chicago,2020,8,66849.0,monthly
Houston,2020,8,52336.0,monthly
Phoenix,2020,8,75190.0,monthly
Philadelphia,2020,8,66343.0,monthly
San Antonio,2020,8,52602.0,monthly
San Diego,2020,8,70322.0,monthly
New York,2020,9,67925.0,monthly
Los Angeles,2020,9,65221.0,monthly
Chicago,2020,9,66362.0,monthly
Houston,2020,9,52891.0,monthly
Phoenix,2020,9,75522.93,monthly
Philadelphia,2020,9,66736.0,monthly
San Antonio,2020,9,52982.0,monthly
San Diego,2020,9,71284.0,monthly
New York,2020,10,69341.0,monthly
Los Angeles,2020,10,64157.0,monthly
Chicago,2020,10,66325.0,monthly
Houston,2020,10,51928.0,monthly
Phoenix,2020,10,70000.0,monthly
Philadelphia,2020,10,62313.0,monthly
San Antonio,2020,10,51972.0,monthly
San Diego,2020,10,69261.0,monthly
New York,2020,11,67470.0,monthly
Los Angeles,2020,11,67364.0,monthly
Chicago,2020,11,71989.0,monthly
Houston,2020,11,52735.0,monthly
Phoenix,2020,11,75522.93,monthly
Philadelphia,2020,11,65036.0,monthly
San Antonio,2020,11,50165.0,monthly
San Diego,2020,11,71232.0,monthly
New York,2020,12,67665.0,monthly
Los Angeles,2020,12,65240.0,monthly
Chicago,2020,12,70933.0,monthly
Houston,2020,12,53620.0,monthly
Phoenix,2020,12,72504.0,monthly
Philadelphia,2020,12,67804.0,monthly
San Antonio,2020,12,51637.0,monthly
San Diego,2020,12,69043.0,monthly
New York,2021,1,68684.0,monthly
Los Angeles,2021,1,68154.0,monthly
Chicago,2021,1,71057.0,monthly
Houston,2021,1,55874.0,monthly
Phoenix,2021,1,72562.0,monthly
Philadelphia,2021,1,65413.0,monthly
San Antonio,2021,1,55434.0,monthly
San Diego,2021,1,67706.0,monthly
New York,2021,2,65902.0,monthly
Los Angeles,2021,2,70763.0,monthly
Chicago,2021,2,68376.0,monthly
Houston,2021,2,56017.0,monthly
Phoenix,2021,2,74056.0,monthly
Philadelphia,2021,2,67233.0,monthly
San Antonio,2021,2,51139.0,monthly
San Diego,2021,2,70098.0,monthly
New York,2021,3,66472.0,monthly
Los Angeles,2021,3,70602.0,monthly
Chicago,2021,3,71181.0,monthly
Houston,2021,3,56321.0,monthly
Phoenix,2021,3,75522.93,monthly
Philadelphia,2021,3,65736.0,monthly
San Antonio,2021,3,52908.0,monthly
San Diego,2021,3,70751.0,monthly
New York,2021,4,65943.0,monthly
Los Angeles,2021,4,67750.0,monthly
Chicago,2021,4,71052.0,monthly
Houston,2021,4,55892.0,monthly
Phoenix,2021,4,74305.0,monthly
Philadelphia,2021,4,66303.0,monthly
San Antonio,2021,4,53256.0,monthly
San Diego,2021,4,72327.0,monthly
New York,2021,5,70129.0,monthly
Los Angeles,2021,5,69370.0,monthly
Chicago,2021,5,68913.0,monthly
Houston,2021,5,55547.0,monthly
Phoenix,2021,5,73086.0,monthly
Philadelphia,2021,5,66931.0,monthly
San Antonio,2021,5,54006.0,monthly
San Diego,2021,5,67985.0,monthly
New York,2021,6,67901.0,monthly
Los Angeles,2021,6,69137.0,monthly
Chicago,2021,6,70770.0,monthly
Houston,2021,6,53127.0,monthly
Phoenix,2021,6,75352.0,monthly
Philadelphia,2021,6,66933.0,monthly
San Antonio,2021,6,56063.0,monthly
San Diego,2021,6,68221.0,monthly
New York,2021,7,69245.0,monthly
Los Angeles,2021,7,70018.0,monthly
Chicago,2021,7,70518.0,monthly
Houston,2021,7,54015.0,monthly
Phoenix,2021,7,72428.0,monthly
Philadelphia,2021,7,64621.0,monthly
San Antonio,2021,7,52978.0,monthly
San Diego,2021,7,69096.0,monthly
New York,2021,8,72005.0,monthly
Los Angeles,2021,8,67352.0,monthly
Chicago,2021,8,72067.0,monthly
Houston,2021,8,54438.0,monthly
Phoenix,2021,8,71206.0,monthly
Philadelphia,2021,8,67837.0,monthly
San Antonio,2021,8,52981.0,monthly
San Diego,2021,8,69116.0,monthly
New York,2021,9,67451.0,monthly
Los Angeles,2021,9,69697.0,monthly
Chicago,2021,9,72204.0,monthly
Houston,2021,9,52284.0,monthly
Phoenix,2021,9,71600.0,monthly
Philadelphia,2021,9,63862.0,monthly
San Antonio,2021,9,55082.0,monthly
San Diego,2021,9,72412.0,monthly
New York,2021,10,68565.0,monthly
Los Angeles,2021,10,72384.0,monthly
Chicago,2021,10,68002.0,monthly
Houston,2021,10,54714.0,monthly
Phoenix,2021,10,71594.0,monthly
Philadelphia,2021,10,64202.0,monthly
San Antonio,2021,10,53547.0,monthly
San Diego,2021,10,69005.0,monthly
New York,2021,11,70953.0,monthly
Los Angeles,2021,11,68985.0,monthly
Chicago,2021,11,70348.0,monthly
Houston,2021,11,54212.0,monthly
Phoenix,2021,11,71771.0,monthly
Philadelphia,2021,11,63295.0,monthly
San Antonio,2021,11,52323.0,monthly
San Diego,2021,11,71711.0,monthly
New York,2021,12,67309.0,monthly
Los Angeles,2021,12,71881.0,monthly
Chicago,2021,12,72138.0,monthly
Houston,2021,12,56208.0,monthly
Phoenix,2021,12,71674.0,monthly
Philadelphia,2021,12,64054.0,monthly
San Antonio,2021,12,53548.0,monthly
San Diego,2021,12,70728.0,monthly
New York,2022,1,67862.0,monthly
Los Angeles,2022,1,70283.0,monthly
Chicago,2022,1,72988.0,monthly
Houston,2022,1,58550.0,monthly
Phoenix,2022,1,75522.93,monthly
Philadelphia,2022,1,68036.0,monthly
San Antonio,2022,1,53127.0,monthly
San Diego,2022,1,73012.0,monthly
New York,2022,2,69369.0,monthly
Los Angeles,2022,2,69687.0,monthly
Chicago,2022,2,75522.93,monthly
Houston,2022,2,56192.0,monthly
Phoenix,2022,2,73736.0,monthly
Philadelphia,2022,2,68943.0,monthly
San Antonio,2022,2,53323.0,monthly
San Diego,2022,2,74932.0,monthly
New York,2022,3,68459.0,monthly
Los Angeles,2022,3,71774.0,monthly
Chicago,2022,3,74123.0,monthly
Houston,2022,3,54889.0,monthly
Phoenix,2022,3,74983.0,monthly
Philadelphia,2022,3,70226.0,monthly
San Antonio,2022,3,55097.0,monthly
San Diego,2022,3,71788.0,monthly
New York,2022,4,73904.0,monthly
Los Angeles,2022,4,71942.0,monthly
Chicago,2022,4,70505.0,monthly
Houston,2022,4,53328.0,monthly
Phoenix,2022,4,75522.93,monthly
Philadelphia,2022,4,65536.0,monthly
San Antonio,2022,4,54659.0,monthly
San Diego,2022,4,74445.0,monthly
New York,2022,5,73042.0,monthly
Los Angeles,2022,5,73324.0,monthly
Chicago,2022,5,69831.0,monthly
Houston,2022,5,58252.0,monthly
Phoenix,2022,5,75522.93,monthly
Philadelphia,2022,5,70611.0,monthly
San Antonio,2022,5,57392.0,monthly
San Diego,2022,5,71916.0,monthly
New York,2022,6,71804.0,monthly
Los Angeles,2022,6,68839.0,monthly
Chicago,2022,6,74004.0,monthly
Houston,2022,6,58222.0,monthly
Phoenix,2022,6,75522.93,monthly
Philadelphia,2022,6,69897.0,monthly
San Antonio,2022,6,54348.0,monthly
San Diego,2022,6,71422.0,monthly
New York,2022,7,73491.0,monthly
Los Angeles,2022,7,70742.0,monthly
Chicago,2022,7,69510.0,monthly
Houston,2022,7,54499.0,monthly
Phoenix,2022,7,73663.0,monthly
Philadelphia,2022,7,67595.0,monthly
San Antonio,2022,7,55550.0,monthly
San Diego,2022,7,75522.93,monthly
New York,2022,8,73011.0,monthly
Los Angeles,2022,8,71257.0,monthly
Chicago,2022,8,73591.0,monthly
Houston,2022,8,56971.0,monthly
Phoenix,2022,8,73815.0,monthly
Philadelphia,2022,8,71172.0,monthly
San Antonio,2022,8,55835.0,monthly
San Diego,2022,8,70193.0,monthly
New York,2022,9,68638.0,monthly
Los Angeles,2022,9,72647.0,monthly
Chicago,2022,9,75522.93,monthly
Houston,2022,9,53507.0,monthly
Phoenix,2022,9,72662.0,monthly
Philadelphia,2022,9,71568.0,monthly
San Antonio,2022,9,52423.0,monthly
San Diego,2022,9,69512.0,monthly
New York,2022,10,73641.0,monthly
Los Angeles,2022,10,67518.0,monthly
Chicago,2022,10,73516.0,monthly
Houston,2022,10,54014.0,monthly
Phoenix,2022,10,73637.0,monthly
Philadelphia,2022,10,66206.0,monthly
San Antonio,2022,10,56007.0,monthly
San Diego,2022,10,74445.0,monthly
New York,2022,11,71138.0,monthly
Los Angeles,2022,11,74246.0,monthly
Chicago,2022,11,72149.0,monthly
Houston,2022,11,54297.0,monthly
Phoenix,2022,11,74473.0,monthly
Philadelphia,2022,11,67395.0,monthly
San Antonio,2022,11,53332.0,monthly
San Diego,2022,11,69352.0,monthly
New York,2022,12,73038.0,monthly
Los Angeles,2022,12,70535.0,monthly
Chicago,2022,12,74010.0,monthly
Houston,2022,12,54731.0,monthly
Phoenix,2022,12,73699.0,monthly
Philadelphia,2022,12,71128.0,monthly
San Antonio,2022,12,57647.0,monthly
San Diego,2022,12,74924.0,monthly
